Headline,Source,URL,word_count,unique_words,type_token_ratio,exclamation_count,question_count,comma_count,Polarity,Subjectivity
FBI involved in search for retired Air Force major general missing for nearly 2 weeks,CNN,,14.0,13.0,0.9285714285714286,0.0,0.0,0.0,0.0031250000000000028,0.36250000000000004
The explosion of foul language in American culture,CNN,,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
‘Happy (and safe) shooting!’ AI chatbots helped teen users plan violence in hundreds of tests,CNN,,15.0,15.0,1.0,1.0,0.0,0.0,0.47500000000000003,0.5
Republicans in a growing number of states press ahead with Trump’s voting rules,CNN,,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
How the Middle East war could spark a recession,CNN,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
How federal agents are breaking rules to use less-lethal weapons against protesters,CNN,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
Shooting at Old Dominion University,CNN,,5.0,5.0,1.0,0.0,0.0,0.0,0.1,0.2
Kim Jong Un and daughter fire handguns,CNN,,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
Trump’s scrambled message on Iran and the economy,CNN,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
NY Giants owner looks to transfer stake to his kids,CNN,,10.0,9.0,0.9,0.0,0.0,0.0,0.0,0.0
Italy helps USA advance to quarterfinals in World Baseball Classic,CNN,,10.0,10.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
Israeli home damaged by Hezbollah rocket,CNN,,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
Why Iran’s cheap Shahed drones are hard to stop,CNN,,10.0,10.0,1.0,0.0,0.0,0.0,0.05416666666666667,0.6208333333333333
How Iran’s state media is portraying the war,CNN,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
How Iran has turned the sea into the front line,CNN,,10.0,9.0,0.9,0.0,0.0,0.0,0.0,0.0
Statement attributed to Iran’s supreme leader aired,CNN,,8.0,8.0,1.0,0.0,0.0,0.0,0.1,0.7
Two injured in drone strike on residential building in Kuwait,CNN,,10.0,9.0,0.9,0.0,0.0,0.0,0.0,0.0
Beirut hit by heavy bombardment,CNN,,5.0,5.0,1.0,0.0,0.0,0.0,-0.2,0.5
Robert Irwin on talking to his dad who died when he was two,CNN,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
US strikes Iranian aircraft,CNN,,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
Fuel depot on fire in Bahrain following Iranian attack,CNN,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.1
US-Israeli war in Iran causes fuel panic across Asia,CNN,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
NYPD cop reacts to photo of him chasing down Gracie Mansion terror suspect,CNN,,13.0,13.0,1.0,0.0,0.0,0.0,-0.15555555555555556,0.2888888888888889
Sen. Duckworth speaks out after survivor of Kuwait attack breaks silence,CNN,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Kuwait fish market upended by conflict in Middle East,CNN,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
Trump offers to endorse Jake Paul if he runs for Congress,CNN,,11.0,11.0,1.0,0.0,0.0,0.0,0.1,0.0
IEA orders largest ever release of emergency oil,CNN,,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
Iranian regime issues chilling threats to its citizens,CNN,,8.0,8.0,1.0,0.0,0.0,0.0,-0.5,0.9
Analysis: John Cornyn flips on filibuster as he seeks Trump’s support,CNN,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
Trump claims ‘we’ve won’ in Iran,CNN,,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
Drone hits an oil facility in Oman’s Port of Salalah,CNN,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Drooling into your pillow could be a sign of a more serious issue,CNN,,13.0,12.0,0.9230769230769231,0.0,0.0,0.0,0.08333333333333334,0.5833333333333333
Katie Perry vs Katy Perry: Australian designer wins trademark over popstar,CNN,,11.0,10.0,0.9090909090909091,0.0,0.0,0.0,0.15,0.1
For decades there were rumors of ghost elephants in Angola. This explorer found them,CNN,,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
Trump administration to restore Global Entry program as DHS shutdown impacts travel,CNN,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
Latest Breaking News Today from Fox News,Fox,,7.0,6.0,0.8571428571428571,0.0,0.0,0.0,0.5,0.9
HAPPENING NOW: Synagogue attack suspect believed dead after shoot-out with armed security: source,Fox,,14.0,14.0,1.0,0.0,0.0,0.0,-0.2,0.4
"FBI, state police respond to active shooting, car-ramming at MI synagogue",Fox,,12.0,12.0,1.0,0.0,0.0,2.0,-0.13333333333333333,0.6
Iran's new leader breaks silence with direct message to neighboring countries,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.11818181818181818,0.42727272727272725
"Senate sends massive bipartisan, Trump-backed housing package back to House",Fox,,11.0,11.0,1.0,0.0,0.0,1.0,0.0,0.5
Country singer cancels entire tour after admitting 'I am mentally unwell',Fox,,11.0,11.0,1.0,0.0,0.0,0.0,-0.05,0.4125
Actress fires back at critics angry over her attending Mar-a-Lago dog rescue event,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,-0.25,0.5
‘Prometheus’ lands on FBI’s ‘Most Wanted’ list in first-of-its-kind case,Fox,,14.0,14.0,1.0,0.0,0.0,0.0,0.5,0.5
Killer addresses victim's surviving son in final words before lethal injection,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,-0.037500000000000006,0.525
Gunman in Virginia dead after opening fire at Old Dominion University,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,-0.05,0.30000000000000004
Cowboys star's fiancée confronted quarterback with ultimatum before split,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
STREAMING LIVE: Catch the BIG EAST Men’s Basketball Tournament March 12 - 14 on FOX One. Watch 7 days free!,Fox,,17.0,17.0,1.0,1.0,0.0,0.0,0.21212121212121213,0.4666666666666666
Rachel Zegler blames critics for disastrous 'Snow White' flop in new interviewable,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,-0.18787878787878787,0.4181818181818182
STREAMING LIVE: The World Baseball Classic from March 4 - 17 is on FOX One. Watch 7 Days Free!,Fox,,15.0,15.0,1.0,1.0,0.0,0.0,0.2676767676767677,0.48888888888888893
Sleep better for less: 12 Amazon bedding picks under $50,Fox,,8.0,8.0,1.0,0.0,0.0,0.0,0.16666666666666669,0.2833333333333333
Hall of Famer Tony Dungy announces NBC let him go after 17 seasons on pregame show,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
New 9.9% income tax heading to Washington gov's desk after marathon vote,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453
Donny Osmond uses his grandson's body to recreate his teenage self on stage,Fox,,13.0,12.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0
Georgia judge hands down order on whether Laken Riley's killer can get a new trial,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,-0.009595959595959602,0.3717171717171717
Dr Oz springs into action to help woman having medical episode during Trump's speech,Fox,,14.0,14.0,1.0,0.0,0.0,0.0,0.05,0.05
Travis Kelce took brother's advice to avoid emotional decision on Chiefs future,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.3875
Kelly Clarkson claims 'American Idol' lied about million-dollar check,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
Major airport asks passengers to donate to TSA workers who are going without pay,Fox,,14.0,13.0,0.9285714285714286,0.0,0.0,0.0,0.0625,0.5
♠ CLICK HERE TO PLAY NOW! ♦,Fox,,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
Paraglider makes emergency landing on packed ski slope after hours in the air,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
Country stars team up for divorce duet after years-long feud over alleged stolen song,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,-0.1,0.1
Senate GOP eyes blame game as Trump-backed SAVE Act heads for defeat,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,-0.4,0.4
"Cozy Earth slashes prices for Sleep Week – save on pillows, blankets and pajama sets",Fox,,14.0,14.0,1.0,0.0,0.0,1.0,-0.19999999999999998,0.75
MMA-trained teen subdues alleged ax-wielding attacker at Florida car wash,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,-0.05,0.05
"DAVID MARCUS: Message from Mamdani, Khalil and the Islamist haters is clear and chilling",Fox,,14.0,13.0,0.9285714285714286,0.0,0.0,1.0,-0.2,0.6416666666666666
Team USA star reveals whether Olympic gold tops Stanley Cup on 'Hang Out with Sean Hannity',Fox,,16.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
Most famous name in Democrat politics reveals why he's now an 'outsider' in NYC,Fox,,14.0,13.0,0.9285714285714286,0.0,0.0,0.0,0.5,0.75
"Get your lawn ready for spring with these tools, starting at $21",Fox,,11.0,11.0,1.0,0.0,0.0,1.0,0.1,0.3
California rips out thousands of acres of vineyards as young Americans quit drinking,Fox,,13.0,12.0,0.9230769230769231,0.0,0.0,0.0,0.1,0.4
AMERICAN CULTURE QUIZ: Test yourself on baseball bests and nutty nibbles,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Company will soon break ground for nation's first oil refinery in nearly 50 years,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,0.175,0.3666666666666667
First-grader wins appeal after being punished over friendship drawing,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.3,0.2
Four-time deported illegal alien allegedly shoves elderly vet onto subway tracks in NYC,Fox,,14.0,14.0,1.0,0.0,0.0,0.0,-0.2833333333333333,0.45
Military expert says Iran drone attacks on California ‘easy to kill’,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.16666666666666669,0.4666666666666667
Outgoing BBC boss warns of 'full-on crisis' as $10B Trump lawsuit looms,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
GOP Gov Spanberger's Republican cousin launches bid to flip House seat,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Critical colon cancer signs that doctors say require earlier screenings,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.65
Enter a small business that made America what it is today for their chance to win $25k!,Fox,,17.0,17.0,1.0,1.0,0.0,0.0,0.375,0.4
Amateur tracker digs up notorious bombing playbook to chase down NY terror suspect,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,-0.20277777777777778,0.2694444444444445
Trump says high oil prices benefit the US as world's largest producer,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.16,0.54
Clyburn seeks 18th term as Democrats face fallout over aging leadership,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Rogan mocks CNN's deleted post describing alleged bombers as Pennsylvania teens,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,-0.1,0.1
NFL eyes Thanksgiving Eve game as ex-star warns against watering down,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,-0.2777777777777778,0.34444444444444444
Virginia GOP flips deep blue county seat after Dem rocked by resurfaced racist posts,Fox,,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.25
California wealth tax measure backfires as billionaires rush Florida real estate deals,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.2,0.30000000000000004
Violent tornadoes tear 'catastrophic' path across two states as storms push east,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,-0.8,1.0
Fox News IQ: Executive Orders to March Madness — Predict the Week,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Political cartoons of the day,Fox,,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.1
Country star's provocative music video stuns fans,Fox,,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
"Talarico gets Davis, O’Rourke treatment as press pushes another 'turn Texas blue' fantasy",Fox,,14.0,14.0,1.0,0.0,0.0,1.0,0.0,0.1
"Video shows Bill Clinton pushing Hillary into NYC street as she protests 'No, no, no!'",Fox,,16.0,15.0,0.9375,1.0,0.0,2.0,0.0,0.0
Ex-Iranian women's soccer player reveals regime's brutal threat after hijab photo,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,-0.875,1.0
Brandon Herrera snags Trump endorsement as married rival bows out over affair,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.25,0.25
Sheriff in Nancy Guthrie case updates his resume after report flags fudged resignation,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
"SEN CYNTHIA LUMMIS: To beat China and Russia, unleash US nuclear energy",Fox,,12.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0
Oracle braces for massive layoffs amid AI cash crunch,Fox,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0
"KITCHEN CABINET: Delicious recipes, surprising power foods & juicy secrets to eating better",Fox,,12.0,12.0,1.0,0.0,0.0,1.0,0.7333333333333334,0.6666666666666666
"VACATION MODE: Discover your next getaway, travel hacks & expert recommendations",Fox,,10.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
FUN FACT: A 1923 real-estate stunt is why the Hollywood Sign first said 'Hollywoodland',Fox,,14.0,14.0,1.0,0.0,0.0,0.0,0.275,0.26666666666666666
"PICTURE OF HEALTH: Doctors on call for you, tips to staying fit & key warning signs",Fox,,15.0,15.0,1.0,0.0,0.0,1.0,0.2,0.7
Scattergories Daily,Fox,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
From slaying giants to leading a nation. Watch David: King of Israel streaming now on Fox Nation.,Fox,,17.0,16.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0
Features & Faces,Fox,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Ryan Clark Calls Trump Admin 'Illegitimate' And Iran Video of NFL Highlights 'Disgusting',Fox,,13.0,13.0,1.0,0.0,0.0,0.0,-1.0,1.0
"Trump Welcomes Iran To World Cup, But Says It's Not 'Appropriate' Due To Safety Concerns",Fox,,15.0,14.0,0.9333333333333333,0.0,0.0,1.0,-0.1875,0.4375
FBI Director Kash Patel Gets His Wish As UFC Fighters Are Set To Train Agents,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
The Worst Part Of Last Year's March Madness Is Running It Back,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,-0.3333333333333333,0.35555555555555557
Digital Originals,Fox,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
"From Nashville to Chicago's South Side, fatherlessness haunts America",Fox,,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
The socialist crime blueprint begins. NYC leaders pull back the curtain on Mamdani’s vision for public safety,Fox,,18.0,17.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.03333333333333333
NYC landlords fire back at ‘racist’ Mamdani aide's claim that ties homeownership to 'White supremacy',Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
My walk across America proves we're not nearly as divided as DC claims,Fox,,13.0,12.0,0.9230769230769231,0.0,0.0,0.0,0.125,0.2
"Iran proxies wage war on Israel, threaten US interests as Iraq slammed for not disarming them",Fox,,16.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0
Major city doubles its visitor tax to become one of highest amid overtourism concerns,Fox,,14.0,14.0,1.0,0.0,0.0,0.0,0.0625,0.5
"Fox News Poll: Voters give poor marks to economy, Congress and Trump",Fox,,12.0,12.0,1.0,0.0,0.0,1.0,-0.4,0.6
US whiskey exports to Canada collapse nearly 70% after Trump tariff fight,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.1,0.4
Grieving Virginia mother tells far-left prosecutor 'do your job' after daughter stabbed to death,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
Team USA hockey star Matthew Tkachuk reveals whether Olympic gold tops Stanley Cup win,Fox,,14.0,14.0,1.0,0.0,0.0,0.0,0.8,0.4
BlackRock CEO Larry Fink argues US-Iran conflict won't derail economy as gas prices surge,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
Iranian-born scholar warns regime was an 'aggressively patient threat waiting to pounce' on America,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
"Clyburn, 85, bucks Democrat generational revolt with bid for 18th term in Congress",Fox,,12.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0
SCOOP: Democratic Virginia Gov Spanberger's Republican cousin aims to flip key House seat red,Fox,,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.5
GOP billionaire trying to woo Trump's support in key Georgia race bankrolled his 2024 presidential rivals,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0
Nancy Pelosi endorses former Capitol Police Officer Harry Dunn in second congressional bid,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
Personal Freedoms,Fox,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3
"Trump admin pulls $120K in grants for research on LGBTQ cartoonists, ‘multiethnic’ studies, report says",Fox,,15.0,15.0,1.0,0.0,0.0,2.0,0.0,0.0
"Federal judge skeptical of Pentagon rules for reporters, saying 'asking a question is not criminal'",Fox,,15.0,15.0,1.0,0.0,0.0,1.0,-0.15,0.525
Appeals court declares DC ban on certain gun magazines unconstitutional,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.21428571428571427,0.5714285714285714
Mike Lee unveils national constitutional carry bill to override 'hostile' state gun laws,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
China passes 'ethnic unity' law in push for assimilation,Fox,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
"Israel hits back after coordinated Iran-Hezbollah missile, drone strikes, urges Beirut to rein in terrorists",Fox,,16.0,16.0,1.0,0.0,0.0,2.0,0.0,0.0
Spain permanently pulls ambassador from Israel amid Iran war,Fox,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
Canada’s Carney under pressure to act after synagogues shot at in latest antisemitic incidents,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.5,0.9
"DAVID MARCUS: The more America gives Mamdani, Khalil and the mad bombers, the more they hate us",Fox,,17.0,14.0,0.8235294117647058,0.0,0.0,2.0,-0.10625000000000001,0.725
Iran war jeopardizes Trump economic boom before key midterm elections,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.1,0.6
STEVE MOORE: Five energy truths the media ignore as America’s oil boom blunts the Iran war’s impact,Fox,,19.0,17.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
MORNING GLORY: President Trump and the US are waging a righteous battle — and winning,Fox,,14.0,13.0,0.9285714285714286,0.0,0.0,0.0,0.5,0.75
Red flags for colorectal cancer that warrant screenings before 45 years of age,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
Nearly half of seniors improve with age — and researchers think they know why,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,-0.16666666666666666,0.16666666666666666
Male fertility rates crash as doctors reveal health threats: 'Something very wrong',Fox,,12.0,12.0,1.0,0.0,0.0,0.0,-0.325,0.55
Lurking dementia risk exposed by breakthrough test 25 years before symptoms,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
Shooting in Old Dominion University hall injures two; gunman dead,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,-0.05,0.30000000000000004
FBI’s iconic Most Wanted list enters new era with unprecedented addition,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.4340909090909091,0.5886363636363636
Grieving Virginia mother tells far-left prosecutor 'do your job' after daughter stabbed to death,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
Texas death row inmate uses final statement before execution to speak directly to victims' family,Fox,,15.0,14.0,0.9333333333333333,0.0,0.0,0.0,0.05,0.7
America Together,Fox,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Stop trusting political parties to save urban America. It's time for us to rise and rebuild,Fox,,16.0,15.0,0.9375,0.0,0.0,0.0,0.0,0.05
DAVID MARCUS: Patriotic Team USA wins gold as anti-America whiners flop,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.3,0.2
USA women's hockey sings national anthem arm in arm after Olympic gold medal win: 'The best part',Fox,,17.0,16.0,0.9411764705882353,0.0,0.0,0.0,0.9,0.35
Rare and original American founding documents to fly on Freedom Plane across nation,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,0.36875,0.6375
Missing retired Air Force general consulted on UFOs for Blink-182's Tom DeLonge,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,-0.075,0.275
"US destroys aging Iranian warplanes, video shows",Fox,,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0
BRETT VELICOVICH: Iran built a drone terror machine — America just hacked it,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
DOJ accelerates settlement offers in Camp Lejeune water contamination cases,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.1,0.0
Kelly Clarkson says 'American Idol' producers 'lied' about $1M prize,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
"Country singer Colter Wall cancels tour, admits he is ‘mentally unwell’",Fox,,11.0,11.0,1.0,0.0,0.0,1.0,-0.1,0.2
Kacey Musgraves addresses rumored feud with Miranda Lambert over a song,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Former Prince Andrew's ex-assistant emerges as 'key witness' in his investigation: experts,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.5
"Men's NCAA Tournament Bubble Tracker: Indiana, Texas Take Losses",Fox,,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
Hall of Famer Tony Dungy announces NBC let him go after 17 seasons on their pregame show,Fox,,16.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
Travis Kelce insists Chiefs return in 2026 was never in doubt: 'Hungry to get back',Fox,,14.0,13.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0
Ex-NFL star cautions league about 'giving fans too much' as Thanksgiving Eve game reportedly eyed,Fox,,16.0,16.0,1.0,0.0,0.0,0.0,-0.1,0.30000000000000004
FBI responding to reports of 'active shooting situation' at Michigan synagogue,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,-0.13333333333333333,0.6
Judge says no new trial for Laken Riley killer Jose Ibarra,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,-0.06818181818181818,0.45454545454545453
Shooting in Old Dominion University hall injures two; gunman dead,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,-0.05,0.30000000000000004
FBI’s iconic Most Wanted list enters new era with unprecedented addition,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.4340909090909091,0.5886363636363636
Texas death row inmate uses final statement before execution to speak directly to victims' family,Fox,,15.0,14.0,0.9333333333333333,0.0,0.0,0.0,0.05,0.7
"Ex-Meta boss Sheryl Sandberg rips tradwife trend as 'sexist,' harmful to women",Fox,,14.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0
"Wealthy summer sanctuary limits tourists, hires patrol 'docents' to keep outsiders in check",Fox,,13.0,13.0,1.0,0.0,0.0,1.0,0.5,1.0
Hilary Duff makes heartbreaking family confession: 'My sister and I don't speak',Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
Personal Finance,Fox,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3
Tax Day is coming: Avoid these 5 common mistakes that can cost you money,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,-0.3,0.5
How Social Security recipients can boost their benefit checks,Fox,,9.0,9.0,1.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667
IRS unveils proposed regulations for new Trump Accounts savings program,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453
Americans tap retirement funds at record rates as mounting financial stress takes toll,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
Donny Osmond uses AI to sing with his 14-year-old self,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Tax scams through the years and what to know this year,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Transfer photos from your phone to a hard drive,Fox,,9.0,9.0,1.0,0.0,0.0,0.0,-0.2916666666666667,0.5416666666666666
1 billion identity records exposed in ID verification data leak,Fox,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
Nicole Kidman breaks silence on life after Keith Urban divorce,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
Liza Minnelli says drug-fueled Martin Scorsese love affair turned into a 'self-destructive obsession',Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.5,0.6
Brooke Shields makes rare public comment about JFK Jr.'s kissing skills decades after brief fling,Fox,,16.0,16.0,1.0,0.0,0.0,0.0,0.09999999999999999,0.43333333333333335
Harvey Weinstein says Gwyneth Paltrow 'owes her career' to him as he dismisses her massage allegations,Fox,,16.0,15.0,0.9375,0.0,0.0,0.0,0.0,0.0
FOX Business launches 'Made in America' small business contest with $25K cash prizes for winners,Fox,,15.0,14.0,0.9333333333333333,0.0,0.0,0.0,-0.25,0.4
"Washington passes ""millionaires tax"" despite concerns of wealth flight",Fox,,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
"Trump says US 'largest oil producer in the world,' but priority remains stopping Iran nuclear capabilities",Fox,,17.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0
Mortgage rates rise to highest level in over a month,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
Ancient sanctuary tied to 'most mysterious' cult uncovered in rare find beneath historic city,Fox,,14.0,14.0,1.0,0.0,0.0,0.0,0.2,0.6
"Fox Nation’s ‘Jesus Crown of Thorns’ builds to explosive, betrayal-fueled finale",Fox,,13.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0
"From Nashville to Chicago's South Side, fatherlessness haunts America",Fox,,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
What would Jesus say about AI? Are we building another golden calf?,Fox,,12.0,12.0,1.0,0.0,2.0,0.0,0.3,0.5
2026 NASCAR Odds: Kyle Larson Opens as Early Favorite for Las Vegas,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.3,0.65
Alex Bowman to Miss Cup Race at Vegas due to Vertigo,Fox,,11.0,10.0,0.9090909090909091,0.0,0.0,0.0,-0.125,0.375
Driver of the Week: Ryan Blaney Showered With Praise After Phoenix Win,Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.8,0.4
Kevin Harvick: Open-Wheel Crashes at Phoenix 'Could Have Been Prevented',Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Travel + Outdoors,Fox,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Paraglider makes emergency landing on packed ski slope after spending hours in the air,Fox,,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
Ancient sanctuary tied to 'most mysterious' cult uncovered in rare find beneath historic city,Fox,,14.0,14.0,1.0,0.0,0.0,0.0,0.2,0.6
"Airport security strain during shutdown grows as unpaid TSA officers warn, ‘We’re hurting’",Fox,,14.0,14.0,1.0,0.0,0.0,1.0,0.2,0.4
Bird strike forces major airline to turn around after windshield is cracked midair,Fox,,13.0,13.0,1.0,0.0,0.0,0.0,0.0625,0.5
Donny Osmond uses AI to sing with his 14-year-old self,Fox,,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
Dead Kennedys frontman Jello Biafra hospitalized after suffering hemorrhagic stroke,Fox,,10.0,10.0,1.0,0.0,0.0,0.0,-0.2,0.4
Paul McCartney says Yoko Ono claimed John Lennon 'might have been gay' after his death,Fox,,15.0,15.0,1.0,0.0,0.0,0.0,0.4166666666666667,0.5833333333333334
Hilary Duff makes heartbreaking family confession: 'My sister and I don't speak',Fox,,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
